Unique_ID,Views
82874,44472.297
1263652,803142.6
1029248,4049.5764
1103388,16116.826
1270131,92323.8
1128401,106456.516
706783,22454.389
1287025,7401.889
101575,8904085.0
1173779,9608.076
1173862,44616.016
972774,2316.764
555556,5163.5767
502460,4049.139
385919,5919.7017
967509,6938.3267
1553209,4049.139
1562433,6629.5767
1432551,32676.514
130988,798151.56
186162,489.45148
900115,5733.639
941416,-2824.1736
41902,16368.639
653436,5464467.5
257251,258319.8
1479428,12619.889
415067,16637.389
452664,23949.076
459836,25878.889
1382527,8642.201
1120173,33142.89
1120310,4149.8267
407674,9085.701
1243018,-12760.486
286533,4049.139
1066989,21499.889
1371027,4009560.0
915150,412921.56
1322653,21.701492
707142,88837.016
1090138,671.139
978525,11585.326
1286419,12618.951
81691,338095.66
100503,1562434.4
413186,47069.39
1319364,234804.61
263343,4049.139
657152,65842590.0
1557600,24776.951
502548,4049.139
1010676,35492.797
978753,13250.389
287702,3062.014
706652,62733.797
1384543,-265.04852
125150,-2629.2986
1144446,53870.734
385994,27121.764
814470,1119826.5
452621,67267.89
374,393337.78
1064509,-6945.611
585635,2655534.2
1287074,252398.64
1287026,7401.889
1419324,21928.514
1259252,725.764
1399915,2537371.2
1285997,3823284.0
621208,15912.451
1250141,25995930.0
1023051,339172.6
375174,79174.3
900116,5733.639
308572,1028359.3
380659,228927.67
187751,372727.53
1119986,5169.5767
142084,57989.58
31697,15301.951
189309,-4485.0483
474013,235834.33
337845,25663.857
75970,44479.484
33462,89235.11
907468,3464.264
413832,16237.889
1533315,27168.732
494033,9539.764
287708,14050.451
906278,4049.139
660708,9521.951
1368169,94808.86
1553062,45180.766
1119947,4895.514
355088,14451.326
706822,-1777.7985
494025,9152.326
907994,-436.54852
532923,1492466.4
1243441,43325.016
145106,29536.232
257238,215824.45
438041,33760.86
899544,-145.42351
386918,54872.89
66335,36662.297
31666,25783.764
701884,-7592.236
501779,113893.17
706643,31998.139
1137087,92651.984
92423,111671.05
1509706,10400.326
1128533,-26016.924
1549087,429077.34
915083,425539.44
1410683,146944.02
1322015,10386.639
336860,32223.826
172474,26146.67
502509,13523.701
1090130,8282.076
138363,14013.201
327164,327.45148
13919,57103.36
899572,-145.42351
497294,50530.453
568671,104493.83
1211562,13500.326
1187878,458357.9
1282628,-944.861
1485816,55332.08
1359460,134232.17
897329,2382631.2
1026212,280347.88
539506,-2320.5486
627330,11474.201
293393,33458.83
384032,72251.2
137472,72250.734
1120540,4149.8267
943680,5542.2017
955084,23159.357
706161,18669.014
1432629,14605.951
314616,2861.5764
540031,8391.326
661895,4209.264
414529,18486.389
92346,95153.95
1251033,8845.451
809555,-725.861
115661,4049.139
172509,241672.17
1144512,-160.23601
1120463,4149.8267
1403675,171465.05
509838,-1344.111
1234125,1593194.9
1480865,35992.016
386563,2966624.8
551734,4049.139
652818,6155.3267
660077,257183.39
1120671,141022.17
962030,3824.639
133687,1169315.1
1415192,25639.576
1550852,-10455.299
574571,52953.484
338989,34227.234
693512,29137.92
1061095,13025.389
1564929,18300.076
407540,4049.139
705857,-16702.299
1524745,4839.514
1466129,22394.451
566468,89758.89
1243014,-13669.424
250192,115040.45
213064,3168.7014
305425,9097.264
372046,1688174.1
1480391,11929.701
321628,300004.1
814981,54053.33
574377,324020.8
175547,51932.11
192719,-13034.299
1553200,14911.701
246714,22787.201
84786,11168.014
1322681,3129.139
174949,10846.326
66131,2528.9514
1176229,28546.795
1262771,168131.27
1315660,-13876.299
604070,17211.576
349087,13554772.0
1541412,163514.33
1543050,104204.516
135795,592360.6
429813,763855.6
1144704,-228.04851
1254765,972711.94
429752,88792.14
706843,22454.389
1493817,-3358.861
6292,16158.264
1383992,2300459.5
539327,-6570.1733
809517,-725.861
1321758,-5195.861
494794,953741.25
209537,74101.86
27917,11588.326
235256,40530.484
115602,725.764
84349,9928.139
415117,38324.33
661977,42344.83
1368082,23981.92
134240,6096.0767
14350,25032.232
1287118,20780.076
1085865,19058.764
983529,384857.5
119649,16364.514
100507,5708211.5
1113410,186371.48
1552932,1298.8265
324886,4357.889
1079544,7034.5767
154403,38641.64
221029,151373.02
53139,4036.639
899665,5459.5767
1415180,15879.139
29571,177183.67
513039,45414.047
1211611,13842.201
112512,41120.234
66428,19315.264
1010550,16685.264
435077,67403.05
34212,4131.764
1064683,-47.986008
703461,33513.203
914919,296577.5
815182,210483.55
1519983,504528.4
386995,37636.92
526525,39381.11
287686,14506.451
1243343,13151.076
386758,87866.11
585627,2257326.0
254687,27753.389
1264855,13603.076
125730,4049.139
1424947,18142.264
978593,5169.5767
706489,7487.514
65503,52749.58
378050,75590.08
6359,16505.701
567160,53572.14
269146,13259.639
551752,4049.139
1322402,24180.295
705652,-12749.424
272246,351330.34
212817,11079.139
604218,65585.484
702691,-1559.361
1384205,9685.826
460982,664273.44
175447,10630.576
314809,22237.014
513045,67525.734
3525,587831.8
626555,4049.139
631756,-5162.2983
502712,11399.451
1523470,2588.7014
962891,166478.48
75998,87050.234
1197003,3535.0764
551721,4049.139
154303,1875596.8
1531197,120.76399
555554,6891.0767
1010384,2454.2014
1286633,40713.11
629853,359634.94
14081,100006.05
1536249,55077.734
523511,16469.326
1494052,2502.5764
1085834,30591.857
1541217,4049.139
212838,10050.826
1427943,16342.764
1032554,-438.86102
414878,100320.36
327120,327.45148
1406795,37903.11
457672,2374882.2
1112266,9928.139
1108236,-1272.361
1533301,89705.2
1432584,4827.7017
1322284,30754.576
242087,5307.264
1508171,2229.9514
84771,732465.9
14496,12530.076
1176591,433595.94
914851,336256.12
284558,-6945.611
1537398,117190.86
385897,15881.264
1431834,-2018.986
1079385,6166.389
220962,152997.77
188444,9928.139
1359797,54449.58
282894,12762.014
1144485,1086.3265
445205,589924.56
124652,335417.56
371870,7356453.0
967605,10243.826
340018,639361.5
312252,28700.014
1428091,43709.453
707251,20077.389
386802,2642762.8
1267103,1673025.5
383951,89007.61
325226,10401.951
1562282,4049.139
1322232,4062.5764
376277,3244628.2
250245,101677.11
1176720,140909.45
413374,31957.42
188249,5211.9517
1464765,38398.17
1176670,45286.297
518811,10604.451
35042,162213.14
282858,32096.295
1531979,34883.14
585644,2994660.0
915152,262831.4
502869,9586.326
1225931,128726.484
265065,9586.326
66503,12222.014
694307,364962.9
539890,9769.826
375737,2232185.5
1017965,54989.08
1114786,3202.264
1452659,24163.17
1477720,7387.3267
691752,-352.79852
1393235,2394.014
131062,167436.92
278325,5569.0767
138419,2601.2014
137445,80511.14
153688,39188.11
2482,16505.701
1089913,-2479.361
897280,781049.7
681102,16261.951
1064532,-6945.611
327082,5139.9517
354988,570845.06
1469726,8896.326
1251074,4721.514
324573,29069.389
1061079,16791.514
386316,259725.36
175039,30373.857
661680,33248.89
313299,34673.703
251614,17527.326
183380,35067.86
967553,9654.139
350650,68170.55
574683,4939.9517
1321881,9371.514
154299,73056.17
907459,8726.014
680533,31265.139
66182,32859.14
948944,8250747.0
1499386,10448.201
1027812,19357.139
282901,14576.326
1499437,37.201492
906868,137198.42
631811,312998.56
1069702,4049.139
1361119,61567.297
385696,23191.545
463662,4785.139
385635,31809.295
414243,14701.076
661852,7703.9517
1393030,-68.54851
112642,169515.11
414027,132942.3
955050,19229.139
906234,4049.139
138418,2028.139
1258797,4578817.0
335759,20396.576
972767,4785.139
1144475,12041.951
971571,43449.516
1031617,1796.2015
1371294,167807.02
646228,432024.16
130981,1884394.2
1103358,11677.639
548283,30476.389
1211699,1678171.2
1062566,2393.5764
168638,9654.139
1548615,46213.484
75905,871.5765
130885,254916.33
269103,8449.201
1432797,68238.36
111208,83224.39
52975,219189.95
1144077,31116.795
1280133,101483.36
1363595,34.638992
1533444,7401.889
30065,9654.139
381973,-23449.986
1250146,19706674.0
309672,5505.889
355171,14451.326
1417009,2757206.8
1259275,725.764
1188275,8988.451
66647,18197.139
1108250,-1272.361
1282692,17377.326
631726,33234.08
1506351,19218.514
908018,-436.54852
209430,703774.06
497441,20976.826
813100,1155378.1
129087,37903.11
1519925,184242.39
1120283,9396.764
386453,166571.08
539311,-6570.1733
1242295,5495.7017
1120263,5169.5767
276603,4319.7017
1237474,9928.139
1018456,53388.14
1108230,5800.264
1208898,7865772.5
131097,316464.72
387180,72242.17
1431840,12939.764
1561720,2805743.5
706217,8810.014
79748,88095.92
133686,150809.42
963233,318721.8
452611,78103.83
1231982,98992.05
510433,390252.1
557571,865207.8
1470329,50903.797
83237,10763.201
706423,34976.67
705318,-11318.361
1069394,725.764
355196,14451.326
809256,16512.389
1403778,117020.984
574190,-1047.7985
192982,145953.64
377404,17160.889
66249,29748.482
1176353,77303.734
1262382,60282.297
1264788,482165.38
568882,341706.72
900021,5733.639
167793,235957.7
816257,120883.39
1322047,2700.014
1067008,244015.8
438050,52953.484
1069539,7225.0767
970623,-9620.924
1128424,68414.7
511301,81950.516
1478929,4622.2017
1432115,24180.295
1139083,142661.3
1128544,878762.6
1463583,9928.139
1083608,9636.264
193061,100450.64
809270,4334.014
959588,97009.016
1509795,1496984.2
212424,6383.764
326802,1376.5765
407641,4049.139
816318,355444.8
809317,293.88898
539457,-2039.611
1368188,312808.53
1173924,17471.951
436194,1706819.5
646144,1216756.4
135807,145946.23
1010622,22846.201
386334,1291030.0
1368185,16462000.0
1408887,102009.92
1076693,95926.984
189381,1229610.2
354927,215777.02
531227,11507.076
237138,66003.484
212448,4855.9517
212526,11918.826
698711,1021935.56
1562449,6629.5767
1258779,13380.889
322338,144913.05
327402,20291.701
1509812,567400.56
1196983,20135.701
694842,126265.7
1376878,18444.514
1376840,96287.58
386936,31062.639
1206905,131766.8
532927,1297298.5
1407815,4049.139
548317,2086873.0
661791,13679.014
65655,-3590.736
705138,-17399.924
629452,10329.264
1250636,40397.64
221019,3342.264
372028,2873945.2
127206,183733.89
1286643,84909.58
1212214,24719.545
814955,193285.8
568603,60376.984
1064660,19.826492
350641,50099.047
1528516,295039.3
187743,84642.016
1415159,30687.92
1428236,59756.453
386111,8482.514
125137,-2629.2986
436158,162492.27
1114690,7586.139
1076688,488681.34
1278019,45414.516
75964,1671.9515
14063,97942.2
174908,-629.361
1128599,291448.38
1431932,24180.295
175399,13612.576
322479,65990.05
1243283,11918.826
154306,39661.42
809231,34190.203
97792,17689.764
251632,13959.076
971581,58825.797
65423,2395829.5
65234,49555.36
349070,7299508.5
152808,8117.3267
1208928,6323653.5
386317,134334.92
1060208,31282.045
1519914,194837.64
1196878,75513.234
1519960,292608.88
1508135,21593.139
1425251,5818719.5
168468,4049.139
1528505,2034541.2
1173916,6778.8267
1212192,13842.201
899747,5391.764
583374,142302.77
1281756,2263864.0
707225,61480.734
403477,34047.17
618528,560422.25
1208200,122749.55
1144433,-160.23601
1322150,-1480.1735
1410520,36205.203
212554,19803.389
972788,4785.139
1432015,6737.889
1173896,10203.576
1176449,155796.45
899744,5391.764
1032544,7085.014
978635,4149.8267
1114616,28391.951
1509956,8929.014
547537,50351.08
962822,161577.58
1432243,14327.514
813118,12238.451
706260,193046.7
1279344,24474.232
256087,36648.89
138315,6504.0767
1142692,4849.4517
167787,1796254.2
1054866,19730.201
706724,2731.9514
387145,327077.56
175433,33909.234
337842,14678.389
1407306,553559.94
547531,374706.88
1204922,9654.139
574613,52953.484
705527,-9504.049
26155,344716.25
971610,6512897.5
1120679,4149.8267
1523203,11401.764
1528482,392951.72
189384,740188.6
497418,331764.84
983579,483417.28
1088027,4217755.0
816172,801133.4
269228,18663.014
385632,18890.076
1494008,2502.5764
1058128,113639.516
1114424,58729.766
172440,37154.36
30244,78843.766
1059914,4321.3267
1063581,7887.7017
507609,1021.0765
457674,273992.06
694313,35159.953
1078007,902461.56
467744,45350.64
955078,8350.576
1196960,20135.701
1018390,40828.14
698704,279440.84
34962,52745.42
469770,10133.201
1083600,1689.514
221076,76085.61
1273617,28956.92
1553330,4049.139
335789,9730.264
1243037,-4864.6733
815696,93668.3
1120439,4149.8267
501777,70613.016
914771,340287.72
34479,29125.17
309567,4850.2017
66336,14411.764
1128479,18419254.0
247548,555767.9
1516110,72681.234
6328,17773.576
660735,16247.826
507735,141340.42
626192,4049.139
1509689,160409.92
433464,19229.139
1569400,9654.139
691785,17472.451
1089995,3847.0764
66628,18197.139
327417,327.45148
1432141,22677.264
1522355,185540.36
1237378,4049.139
646309,38810.83
221279,143288.3
1089720,-5146.986
117623,3211.264
1378685,275004.44
631480,134043.77
1144108,66257.61
631638,169468.36
1487045,23806.951
110244,87742.984
1456639,15569.451
147387,725.764
100464,-557698.75
92377,25366.92
183544,128488.33
1241848,31142.701
327276,327.45148
1021761,17735.139
1060236,98051.92
967597,9962.889
1010388,2762.9514
414016,30109.076
1262759,175390.42
1414695,87984.14
242121,4792.514
526494,4292295.0
1480891,146910.45
531166,42444.11
209490,177989.83
1392906,-3093.111
1322431,7404.639
574711,85946.7
704278,607.7015
707131,116683.516
1459189,4049.139
276443,10897.201
168236,22222.951
1322659,28121.17
1418296,27652.92
1128455,451804.9
28026,1527240.1
1407274,16169.826
191410,1774807.8
1286448,312931.2
816420,355926.0
386016,33624.766
1286778,143407.48
1243335,23588.701
355224,34554.047
698646,551028.7
907487,18486.389
631201,102471.89
559324,-12665.861
958811,396.38898
125115,-437.73602
592921,1342673.8
294757,50599.67
241892,4622.2017
981843,76220.55
269040,4357.889
626200,4049.139
1465342,42060.83
660051,17252.076
1090044,4461.0767
707604,915541.94
1018331,38817.08
1380021,1479031.1
970564,861907.4
1493700,30553.201
1431939,23018.889
1028324,1021.0765
137450,194084.27
118314,11033.326
327395,327.45148
555293,1199591.8
900097,5733.639
1427986,258835.92
1481816,23341.045
1054945,936596.0
97063,1362909.6
971609,8535569.0
1471581,2298.889
662100,16630.451
31714,91370.45
463642,4785.139
1275873,138122.83
646192,6712765.0
339596,15143.139
34465,34259.39
1569440,9928.139
1029308,6826.9517
705505,22256.014
816147,688416.75
600620,558399.6
456402,4962294.5
706686,224945.14
251613,33033.89
66046,25807.607
1211800,355143.7
1537357,30220.857
1570000,12889.076
381945,255956.45
551789,6629.5767
574562,35717.516
1143894,8256.639
1236816,1272834.8
97905,38674.516
694862,111601.83
705609,-6009.361
1254249,626066.8
1087981,116007.234
242018,4049.139
147422,4049.139
278303,11530.951
260353,109081.61
269220,12347.951
1471517,-25037.924
264927,7202.639
1528541,28327.389
947364,186988.08
899928,5733.639
1114362,12.201491
138303,12479.201
593069,108443.266
1382622,7622.4517
1410424,34398.516
264946,12013.014
1452836,34047.86
982348,1641796.0
414869,31586.17
698667,221258.42
1067001,35854.766
1176217,57780.83
631324,154442.02
24925,231988.58
1028336,4045.639
519507,300714.66
1211816,130171.86
1493525,-3142.9236
1392819,-7033.986
289784,74477.95
600568,8251914.5
168676,9654.139
405902,92829.3
661671,15215.826
414050,14701.076
1062563,9882.076
1128490,6010207.0
1478918,725.764
1114802,241.32649
1530086,929740.2
973009,27320.107
414206,25331.732
221087,3342.264
280300,287559.12
571824,31252.42
414271,14701.076
168439,4049.139
1379201,63125.64
574217,541820.3
340080,143245.7
451245,24486.482
1392490,75255.86
1143959,59273.42
35003,92747.36
1538698,4029008.2
463713,72453.266
1432391,27976.264
907486,40736.953
1519940,240776.92
1553179,4049.139
815680,159846.58
1272596,13959.514
502527,8483.201
1562294,4049.139
27171,472564.9
294508,19156.451
816393,197004.7
463896,87355.3
691687,-626.7985
1103288,4049.139
1277022,18238.514
1031631,25074.826
321571,6914.4517
175502,24050.201
281145,-3834.6736
66542,39614.203
1531216,8845.451
1558846,18025.826
3500,2718230.8
40712,480459.38
1142063,64193.797
472059,409223.0
1079589,4319.7017
568760,77379.17
1196873,226492.14
125116,146519.08
250264,101677.11
31683,3849.139
1088093,457385.8
165723,346572.47
1144468,-160.23601
907605,31123.514
472038,36793.516
1493967,2160.764
457665,1393351.5
705871,12166.014
52971,231046.61
1493831,7759.264
555928,1021.0765
81699,1410722.4
491718,5486.889
1452692,27516.607
1143859,11541.139
907983,4117.2017
1032260,15779.639
66190,5510.9517
1509541,1740.4515
914727,251331.89
1032072,8319.826
387076,175925.77
280313,94971.8
152818,12258.139
385928,260821.05
137444,399414.7
1032548,19663.826
972994,40532.58
981873,-5505.736
385544,7649.514
385999,27121.764
1568458,111155.83
548169,18730.389
84866,8908.389
99796,99146.2
1476752,538871.44
1064514,-6945.611
193422,-3040.861
815548,60651.484
815226,212466.61
915063,3751997.0
258398,70759.3
1249931,14349.264
212638,7855.3267
816549,302172.1
631593,62057.516
660054,12742.326
502742,9654.139
175537,91894.45
816739,178162.7
84329,9654.139
314561,1679.0765
109406,20760.639
234386,98138.484
115001,81585.984
1144160,2659.0764
1212101,102352.92
246771,40791.11
183451,57110.08
900069,5733.639
145248,583.2015
413508,23341.045
249429,4573.139
1237423,9654.139
168667,9654.139
1237585,9928.139
1489486,23600.982
1262686,76459.86
899698,6259.9517
3440,69123.64
1483686,179991.61
1078057,579927.4
154099,84196.734
1229350,53337.453
1251017,15973.826
311860,249186.61
548021,6099.3267
340147,10045.701
387102,822100.44
564925,5572.764
705568,-34.298508
574281,4104324.0
694813,214229.33
706375,267957.97
694293,13432.951
814945,36574.797
264880,15490.576
551718,4049.139
349080,2662771.0
385688,575.0765
1243537,25270.42
151906,-8979.549
1128389,-24044.549
1553293,15143.139
631206,-3213.486
913554,24395.764
448399,493630.66
1569949,14576.326
1076211,63495.266
1553077,4049.139
1541215,790779.44
540002,33884.453
413987,30037.795
548003,-5027.7983
1431888,9371.514
101587,33994.86
154290,39661.42
269248,9586.326
587866,1029168.44
1143908,2947.639
66448,9451.826
1128623,1332467.5
1506340,31469.982
436145,121876.08
963095,798571.06
1054921,21477.639
1516389,3537369.8
1229324,211696.58
11685,2765888.0
1458690,31625.982
377454,2279.264
1237368,4049.139
574916,52953.484
1431983,3314.0764
287736,4571.514
1088026,1293130.5
574630,17902.701
1452858,69363.89
557545,63360.58
947365,191640.64
355173,14451.326
1243215,36576.203
1549134,662178.25
1090101,671.139
815045,47239.484
1550882,211516.05
75980,1854331.9
1114463,53243.953
1110277,100165.734
816690,220609.89
280337,24723.951
906901,126537.42
387190,31062.639
1270125,5542.2017
53176,4036.639
1113137,70713.45
172356,17710.826
1432764,109599.8
705332,-2441.1736
463208,18913.701
574235,25202.357
815961,207790.64
978653,18504.701
1518586,275380.3
92198,-12311.299
1058671,7306.764
1280274,15252.639
154292,39661.42
1018243,8825.764
364974,102523.05
631441,483729.28
600566,2601805.5
175389,13612.576
564924,10854.201
383654,11304.576
972741,-1886.361
247539,4817.764
1533439,7401.889
309675,6306.2017
661902,26778.764
353317,81869.05
706190,206544.3
983334,200416.7
459876,42741.047
284957,40447.64
1086596,14432.139
574552,88010.516
592966,418179.16
491739,18523.701
213079,207.76399
381184,24709.826
1010637,40396.266
604339,7091.264
548145,24738.545
260508,9142.389
50919,6629.5767
705845,10022.139
436175,119090.11
111235,105817.234
631322,420306.84
286449,725.764
386573,122031.61
1322395,1313.2015
463632,-1272.361
349037,132329.42
192753,25787.232
1229356,64862.203
282895,11399.451
1280881,2279.264
1493804,-13603.924
631627,57813.453
631376,178012.95
1021735,16505.701
2834,121600.86
706304,8810.014
138454,2028.139
1287245,9253.451
1562272,4049.139
314382,-1647.736
1529994,74312.7
555578,37965.36
1487015,28766.889
1393417,205.45149
1516387,1160094.8
415050,91700.984
572615,-10402.986
1392987,-68.54851
355131,14451.326
154264,39661.42
1144244,10075.139
574566,45190.016
1120592,4149.8267
539800,6339.0767
1021749,10419.514
1553260,4049.139
324595,39014.734
682995,63345.08
1173920,56995.516
446202,18437.576
1006994,22345.389
1489441,51983.266
972765,504.51398
460777,9654.139
92545,263759.97
66632,6164.5767
1531236,4063.9514
502418,725.764
815956,105410.14
705835,7063.764
469741,445.26398
1516320,790439.9
816255,803358.75
1176359,133843.11
209337,12323.201
1110249,173092.36
701893,389247.16
407650,4049.139
374515,395152.1
86643,1407323.1
66041,5510.9517
1516325,183616.55
209300,470.95148
309569,2182.514
1371025,141452.45
1533496,7401.889
1384578,-1804.4235
327288,7515.514
414148,14701.076
1188201,725.764
1243465,27140.514
414999,22612.451
314963,6764.264
245669,11907.514
524181,725.764
25006,669.264
631629,27358.295
1144017,8547.326
220804,70043.64
967482,6938.3267
193065,284152.2
1063591,19889.451
154302,94049.234
1315825,4871.264
1144021,36475.766
1069475,725.764
1189524,34144.61
